Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Brooklyn South,BKS07,6,2018,December,49.9,46.6,70.9,198.7
Brooklyn South,BKS10,6,2018,December,54.8,59.1,78.6,242.5
Brooklyn South,BKS11,6,2018,December,46.3,47.7,64.1,185.6
Brooklyn South,BKS12,6,2018,December,38.8,50.8,47.7,163.3
Brooklyn South,BKS13,6,2018,December,36.2,45.5,50.5,151.8
Brooklyn South,BKS14,6,2018,December,37.1,33.2,52,128.2
Brooklyn South,BKS15,6,2018,December,46.6,51.3,62.4,182.2
Brooklyn South,BKS18,6,2018,December,40.8,34,67.7,147.6
Bronx,BX01,6,2018,December,19.9,21,25.9,74.2
Bronx,BX02,6,2018,December,32.8,35.3,51,136.6
Bronx,BX03,6,2018,December,26.3,29.3,33.8,103.8
Bronx,BX04,6,2018,December,29.1,30.8,43.7,117.2
Bronx,BX05,6,2018,December,29.8,29.7,44.5,121.4
Bronx,BX06,6,2018,December,34.5,35.8,41.6,142.6
Bronx,BX07,6,2018,December,35.6,37,57.3,152.3
Bronx,BX08,6,2018,December,47.9,41.6,74.2,181.4
Bronx,BX09,6,2018,December,27.2,25.2,43.2,106.1
Bronx,BX10,6,2018,December,47.4,47.7,66.9,189.8
Bronx,BX11,6,2018,December,39.5,36.1,53.2,142.4
Bronx,BX12,6,2018,December,45,36.8,74.4,167.1
Manhattan,MN01,6,2018,December,56.6,46.3,69.5,178.2
Manhattan,MN02,6,2018,December,55.3,41.1,79.7,170.8
Manhattan,MN03,6,2018,December,35.5,45.8,41.4,148.2
Manhattan,MN04,6,2018,December,49.2,34.6,73.1,141.7
Manhattan,MN05,6,2018,December,46.5,32.6,60.4,131.3
Manhattan,MN06,6,2018,December,50.7,35.5,69.3,148.9
Manhattan,MN07,6,2018,December,56.4,44.7,75.1,176
Manhattan,MN08,6,2018,December,55.4,44.4,74.3,171.6
Manhattan,MN09,6,2018,December,42.8,58.5,47.6,185.8
Manhattan,MN10,6,2018,December,37.1,44.4,51.5,156.8
Manhattan,MN11,6,2018,December,30.6,42.5,29.8,125.8
Manhattan,MN12,6,2018,December,40.9,49.3,56.1,183.4
Queens East,QE07,6,2018,December,47.2,49.5,62.1,182.7
Queens East,QE08,6,2018,December,43.7,30.3,54.2,124
Queens East,QE10,6,2018,December,51,38.4,79.1,204.2
Queens East,QE11,6,2018,December,57.3,51,73.4,227.3
Queens East,QE12,6,2018,December,37.6,36.1,69.3,164.2
Queens East,QE13,6,2018,December,44.7,32.6,83.3,168.1
Queens East,QE14,6,2018,December,35.3,33.7,43.8,123.1
Queens West,QW01,6,2018,December,46.8,50,73.9,194.5
Queens West,QW02,6,2018,December,48.6,52.8,75.5,196.7
Queens West,QW03,6,2018,December,38.5,33.7,64.9,146.8
Queens West,QW04,6,2018,December,39.1,37.7,63.3,149.5
Queens West,QW05,6,2018,December,55.5,50.2,87.6,245.6
Queens West,QW06,6,2018,December,49.2,34,70.2,143.3
Queens West,QW09,6,2018,December,49.7,44.5,78,187.9
Staten Island,SI01,6,2018,December,48.2,40.4,71.1,180
Staten Island,SI02,6,2018,December,48.7,45.4,71,189.7
Staten Island,SI03,6,2018,December,49.8,50.3,74.6,196
Brooklyn North,BKN01,8,2016,February,36.5,51.1,55.4,150.1
Brooklyn North,BKN02,8,2016,February,42.5,36.1,63.1,127.4
Brooklyn North,BKN03,8,2016,February,30,37.6,46.5,118
Brooklyn North,BKN04,8,2016,February,35.2,36.5,69.5,144.4
Brooklyn North,BKN05,8,2016,February,26.2,27.3,48.8,99.2
Brooklyn North,BKN08,8,2016,February,38.3,50.4,67.3,159
Brooklyn North,BKN09,8,2016,February,31.5,33.4,46.4,111.2
Brooklyn North,BKN16,8,2016,February,23.5,24.4,35.8,88.1
Brooklyn North,BKN17,8,2016,February,33.8,31.1,66,120.4
Brooklyn South,BKS06,8,2016,February,57.5,52.2,95.7,186.8
Brooklyn South,BKS07,8,2016,February,45.4,49.6,78.5,173.8
Brooklyn South,BKS10,8,2016,February,50.4,61,82.6,199.8
Brooklyn South,BKS11,8,2016,February,43.4,53.4,70.8,168.6
Brooklyn South,BKS12,8,2016,February,36.9,61.4,45.8,153
Brooklyn South,BKS13,8,2016,February,34.3,46.1,53.3,142
Brooklyn South,BKS14,8,2016,February,36.5,37.3,60.6,121.7
Brooklyn South,BKS15,8,2016,February,42.9,54.1,66.9,165.8
Brooklyn South,BKS18,8,2016,February,38.3,37.7,68.5,130.9
Bronx,BX01,8,2016,February,18.3,21.5,29.1,66.4
Bronx,BX02,8,2016,February,31.1,35.5,51.1,125.9
Bronx,BX03,8,2016,February,24.7,29.6,41.4,93.9
Bronx,BX04,8,2016,February,27.5,31.8,48.1,107.2
Bronx,BX05,8,2016,February,28.7,31.2,55.9,112.3
Bronx,BX06,8,2016,February,33,40.5,48.4,130.8
Bronx,BX07,8,2016,February,33.4,37.2,63.7,136.6
Bronx,BX08,8,2016,February,44.9,45.4,89,161.8
Bronx,BX09,8,2016,February,25,25.4,44.2,94.6
Bronx,BX10,8,2016,February,42.5,46.5,74.2,162.1
Bronx,BX11,8,2016,February,36.4,39.3,61.3,133
Bronx,BX12,8,2016,February,40.2,36.3,80.5,152.8
Manhattan,MN01,8,2016,February,53.1,47.6,78.1,152.1
Manhattan,MN02,8,2016,February,50.4,40.1,80.1,140.8
Manhattan,MN03,8,2016,February,34.1,48,48.3,138.2
Manhattan,MN04,8,2016,February,46.3,33.7,76.4,126.3
Manhattan,MN05,8,2016,February,43.5,35,60.8,115.1
Manhattan,MN06,8,2016,February,47.8,36.5,74.7,132.6
Manhattan,MN07,8,2016,February,53.3,46.9,81.8,152.3
Manhattan,MN08,8,2016,February,52.6,46.3,81.8,150.1
Manhattan,MN09,8,2016,February,38.6,55.1,46.2,164
Manhattan,MN10,8,2016,February,34.2,41,56.5,139.4
Manhattan,MN11,8,2016,February,28.1,44.7,35,110.2
Manhattan,MN12,8,2016,February,37.8,50.9,66.6,158.2
Queens East,QE07,8,2016,February,43.2,51.6,69,168.8
Queens East,QE08,8,2016,February,38.6,33.3,58.2,112.2
Queens East,QE10,8,2016,February,46.6,40.3,87.2,163
Queens East,QE11,8,2016,February,51.3,56.5,89.4,201.9
Queens East,QE12,8,2016,February,35.2,38.1,73.4,146.7
Queens East,QE13,8,2016,February,42.9,38.8,94.3,152.1
Queens East,QE14,8,2016,February,29.9,32.8,41.1,104.1
Queens West,QW01,8,2016,February,43.3,50.3,80.4,167.1
Queens West,QW02,8,2016,February,45,52.4,74.6,179.7
Queens West,QW03,8,2016,February,35.3,34.2,65.5,127.8
Queens West,QW04,8,2016,February,34,34.6,57.8,122.1
Queens West,QW05,8,2016,February,50.8,53.6,93.9,203.8
Queens West,QW06,8,2016,February,46.1,33.8,74.1,125.7
Queens West,QW09,8,2016,February,45.2,44.6,82.5,179.8
Staten Island,SI01,8,2016,February,43.3,42.5,78.8,152.9
Staten Island,SI02,8,2016,February,45.4,49.1,77.9,163.9
Staten Island,SI03,8,2016,February,47.4,53.1,83.8,174.9
Brooklyn North,BKN01,8,2017,February,36,45.4,46.1,151.3
Brooklyn North,BKN02,8,2017,February,42.6,32.3,56.7,131.1
Brooklyn North,BKN03,8,2017,February,30.2,32.8,42.2,121.1
Brooklyn North,BKN04,8,2017,February,35.2,31.9,63.1,147.4
Brooklyn North,BKN05,8,2017,February,26.9,23.6,42.5,104.7
Brooklyn North,BKN08,8,2017,February,39.4,43.6,58,171.4
Brooklyn North,BKN09,8,2017,February,31.9,29.6,42.4,112.2
Brooklyn North,BKN16,8,2017,February,23.4,21.8,33.5,88.4
Brooklyn North,BKN17,8,2017,February,33.8,25.6,57.4,124
Brooklyn South,BKS06,8,2017,February,58.2,45,85.2,204.9
Brooklyn South,BKS07,8,2017,February,46.6,40.4,69.5,191
Brooklyn South,BKS10,8,2017,February,51,51.5,77.8,213.6
Brooklyn South,BKS11,8,2017,February,43.3,41.3,63.1,170.4
Brooklyn South,BKS12,8,2017,February,36.3,48.2,41.8,154.6
Brooklyn South,BKS13,8,2017,February,34.3,40.9,49.2,144.9
Brooklyn South,BKS14,8,2017,February,36.5,30.7,52.3,127.6
Brooklyn South,BKS15,8,2017,February,42.8,44.7,60.3,171.9
Brooklyn South,BKS18,8,2017,February,38,30.7,62,133.5
Bronx,BX01,8,2017,February,18.6,17.2,23.9,68.9
Bronx,BX02,8,2017,February,31.2,30.9,51.1,128
Bronx,BX03,8,2017,February,24.6,23.3,34.8,95.9
Bronx,BX04,8,2017,February,28,24.8,42.5,112.6
Bronx,BX05,8,2017,February,29.1,24.8,47.4,117.8
Bronx,BX06,8,2017,February,34,33.6,45.5,136.3
Bronx,BX07,8,2017,February,33.4,30.9,56.7,140.4
Bronx,BX08,8,2017,February,44.6,38.1,76.4,167
Bronx,BX09,8,2017,February,24.9,21,42,94.9
Bronx,BX10,8,2017,February,42.6,39.6,66.4,168.3
Bronx,BX11,8,2017,February,36,30.4,54.1,135.4
Bronx,BX12,8,2017,February,40.5,31.4,70.2,159.8
Manhattan,MN01,8,2017,February,53.3,42.8,66.6,160.3
Manhattan,MN02,8,2017,February,52.1,36.8,77.6,154.6
Manhattan,MN03,8,2017,February,34.7,42.8,43.5,144
Manhattan,MN04,8,2017,February,47.3,31.4,74.6,133
Manhattan,MN05,8,2017,February,43.7,30.2,58.3,119.4
Manhattan,MN06,8,2017,February,47.8,32.2,72.8,134.9
Manhattan,MN07,8,2017,February,54,39.7,76.9,163.8
Manhattan,MN08,8,2017,February,52.5,39.2,74.1,157.7
Manhattan,MN09,8,2017,February,39.3,51.5,47.8,164.7
Manhattan,MN10,8,2017,February,34.7,38.1,53.8,145.6
Manhattan,MN11,8,2017,February,28.8,38.9,31.4,113.8
Manhattan,MN12,8,2017,February,38.1,44.8,56,165.7
Queens East,QE07,8,2017,February,43.2,45.4,62.5,173.8
Queens East,QE08,8,2017,February,39.4,29,53.3,119
Queens East,QE10,8,2017,February,46.3,34.7,80.5,170.9
Queens East,QE11,8,2017,February,53.1,50.5,81.4,199.5
Queens East,QE12,8,2017,February,34.9,32.6,64.6,148.8
Queens East,QE13,8,2017,February,42.6,33.2,82.4,155.8
Queens East,QE14,8,2017,February,29.6,28.8,38.5,104.2
Queens West,QW01,8,2017,February,43.9,45.1,74.8,175.6
Queens West,QW02,8,2017,February,45.5,47.7,72.5,186
Queens West,QW03,8,2017,February,35.8,30.3,61.7,132.9
Queens West,QW04,8,2017,February,35.9,31.3,59.6,133.5
Queens West,QW05,8,2017,February,52.4,45.8,89.9,214.7
Queens West,QW06,8,2017,February,45.7,29.9,70.2,126.9
Queens West,QW09,8,2017,February,45.3,38.7,74.7,185.6
Staten Island,SI01,8,2017,February,43.3,36,74.5,157.6
Staten Island,SI02,8,2017,February,45.6,40.8,74.5,170.8
Bronx,BX01,7,2016,January,20.3,16.9,20.4,76.7
Staten Island,SI03,8,2017,February,46.9,43.4,77.7,179.1
Brooklyn North,BKN01,8,2018,February,34.7,46.9,46.8,141
Brooklyn North,BKN02,8,2018,February,41.7,32.4,59,122
Brooklyn North,BKN03,8,2018,February,29,34.7,46,113.1
Brooklyn North,BKN04,8,2018,February,34.4,36.2,68,140.4
Brooklyn North,BKN05,8,2018,February,25.8,24.9,44.8,98.4
Brooklyn North,BKN08,8,2018,February,37.9,48,60.7,158.7
Brooklyn North,BKN09,8,2018,February,31.1,32.2,45.9,109.5
Brooklyn North,BKN16,8,2018,February,22.3,22.9,35.3,79.6
Brooklyn North,BKN17,8,2018,February,33.1,27.7,61.2,118.6
Brooklyn South,BKS06,8,2018,February,57.1,47.1,83.3,196.8
Brooklyn South,BKS07,8,2018,February,46.4,43.6,73.1,174.7
Brooklyn South,BKS10,8,2018,February,50.2,54.2,80.2,207.6
Brooklyn South,BKS11,8,2018,February,42.6,44.6,65.6,160.9
Brooklyn South,BKS12,8,2018,February,35.3,50.4,45.9,143.6
Brooklyn South,BKS13,8,2018,February,34.1,44.4,49,139
Brooklyn South,BKS14,8,2018,February,35.6,33.4,52.2,119.9
Brooklyn South,BKS15,8,2018,February,42.3,47.4,63.6,158.9
Brooklyn South,BKS18,8,2018,February,37,31.9,64.4,127.4
Bronx,BX01,8,2018,February,18.4,20.1,25.2,67.7
Bronx,BX02,8,2018,February,30.1,32.8,53.9,120.7
Bronx,BX03,8,2018,February,24.1,25.7,36.7,92.5
Bronx,BX04,8,2018,February,27.8,29.9,47.2,109.4
Bronx,BX05,8,2018,February,27.7,27.4,45.9,109.4
Bronx,BX06,8,2018,February,33.5,38.6,44.1,134.9
Bronx,BX07,8,2018,February,33,35.7,58.4,135.9
Bronx,BX08,8,2018,February,44.2,38.9,77.5,160.9
Bronx,BX09,8,2018,February,24.5,23.2,42.6,92.3
Bronx,BX10,8,2018,February,42.2,41.9,69.4,158.8
Bronx,BX11,8,2018,February,35.7,34.3,55.5,125.4
Bronx,BX12,8,2018,February,40.3,33.6,74.5,143.3
Manhattan,MN01,8,2018,February,52.6,43.3,67.5,155.2
Manhattan,MN02,8,2018,February,51.2,37.5,78.1,148.1
Manhattan,MN03,8,2018,February,33.7,42.5,43.7,137
Manhattan,MN04,8,2018,February,46.3,31.4,72.3,128.6
Manhattan,MN05,8,2018,February,44,31.4,60.1,119.7
Manhattan,MN06,8,2018,February,47.6,33.3,71.6,132.3
Manhattan,MN07,8,2018,February,53.8,41.7,77.2,160.3
Manhattan,MN08,8,2018,February,52.3,40.7,75.7,154.1
Manhattan,MN09,8,2018,February,39.4,53.6,49.5,164.2
Manhattan,MN10,8,2018,February,34.1,38.2,51.9,139.6
Manhattan,MN11,8,2018,February,28.1,38.4,31.3,111.8
Manhattan,MN12,8,2018,February,37.9,45.4,56.1,161.2
Queens East,QE07,8,2018,February,44.3,48.4,67.8,166.2
Queens East,QE08,8,2018,February,45.3,34,66.6,136.7
Queens East,QE10,8,2018,February,45.7,34.2,86.5,167.4
Queens East,QE11,8,2018,February,55.1,52.8,90.1,217.4
Queens East,QE12,8,2018,February,38.1,36.8,79.2,165.2
Queens East,QE13,8,2018,February,44.5,32,95.1,165.7
Queens East,QE14,8,2018,February,35.7,33.9,52.1,125.8
Queens West,QW01,8,2018,February,49,52.5,86.9,206.6
Queens West,QW02,8,2018,February,45.1,50.5,74.1,173
Queens West,QW03,8,2018,February,34.9,30.3,62.2,127.4
Queens West,QW04,8,2018,February,35.5,33.2,61.9,129.9
Queens West,QW05,8,2018,February,50.7,45.4,87.2,209.2
Queens West,QW06,8,2018,February,45.8,31.9,69.8,126
Queens West,QW09,8,2018,February,45.8,40.8,78,164.4
Staten Island,SI01,8,2018,February,42.5,37.3,71,152.4
Staten Island,SI02,8,2018,February,44.8,42.4,74.3,163.4
Staten Island,SI03,8,2018,February,45.6,44.2,78,169
Brooklyn North,BKN01,7,2016,January,37.6,40.5,42.4,160
Brooklyn North,BKN02,7,2016,January,45.5,28.2,50,146.2
Brooklyn North,BKN03,7,2016,January,32.2,29,36.3,133.1
Brooklyn North,BKN04,7,2016,January,37.5,30.3,55,161.9
Brooklyn North,BKN05,7,2016,January,28.1,21.1,35.9,110.5
Brooklyn North,BKN08,7,2016,January,40.6,36.1,46.3,178.1
Brooklyn North,BKN09,7,2016,January,32.8,27.8,38.9,119.1
Brooklyn North,BKN16,7,2016,January,25.4,21.2,31.4,97.9
Brooklyn North,BKN17,7,2016,January,36.4,25.3,52.9,138.2
Brooklyn South,BKS06,7,2016,January,60.3,41.3,75,219.8
Brooklyn South,BKS07,7,2016,January,48.5,36.4,59.7,206.9
Brooklyn South,BKS10,7,2016,January,52.9,45.9,65.1,228.4
Brooklyn South,BKS11,7,2016,January,44.5,38,53.8,188.2
Brooklyn South,BKS12,7,2016,January,36.5,42.4,35.9,158.7
Brooklyn South,BKS13,7,2016,January,35.7,38.5,44.7,155
Brooklyn South,BKS14,7,2016,January,37.1,25.2,44.3,130.9
Brooklyn South,BKS15,7,2016,January,44.4,40.3,51.9,183.5
Brooklyn South,BKS18,7,2016,January,40.3,28.4,54.7,148.5
Bronx,BX02,7,2016,January,34.3,32.7,52.1,144
Bronx,BX03,7,2016,January,25.2,19.8,29.5,100.2
Bronx,BX04,7,2016,January,30.7,25.1,35.7,128.3
Bronx,BX05,7,2016,January,30.6,24.4,43.2,126.5
Bronx,BX06,7,2016,January,33.6,29.8,31.6,138.2
Bronx,BX07,7,2016,January,35.6,29,49.8,154.3
Bronx,BX08,7,2016,January,46,35,64.3,178.1
Bronx,BX09,7,2016,January,27.6,20.8,36,108.9
Bronx,BX10,7,2016,January,45.1,38.5,62.3,185.5
Bronx,BX11,7,2016,January,38.3,30.1,48.8,148.7
Bronx,BX12,7,2016,January,42.4,29.4,64.2,174.4
Manhattan,MN01,7,2016,January,55.6,42.9,66.2,172.6
Manhattan,MN02,7,2016,January,54.3,34.3,68,168.8
Manhattan,MN03,7,2016,January,37.2,43.2,39.8,155.7
Manhattan,MN04,7,2016,January,50.5,33.6,74.8,148.1
Manhattan,MN05,7,2016,January,47.3,31.1,56.9,133.5
Manhattan,MN06,7,2016,January,50.9,34.8,72.1,147.7
Manhattan,MN07,7,2016,January,55.3,39,67.8,170
Manhattan,MN08,7,2016,January,54.8,38.8,67.3,167.8
Manhattan,MN09,7,2016,January,43.3,58.9,51.4,192.3
Manhattan,MN10,7,2016,January,38.8,38.8,53.7,169.7
Manhattan,MN11,7,2016,January,30.6,37.6,29.5,125
Manhattan,MN12,7,2016,January,40,42.7,56.7,175.9
Queens East,QE07,7,2016,January,46.5,45.3,59.7,196
Queens East,QE08,7,2016,January,41.3,28.1,47.2,128.8
Queens East,QE10,7,2016,January,50,35.2,75.3,188.7
Queens East,QE11,7,2016,January,54.7,47.2,75.8,238.9
Queens East,QE12,7,2016,January,38.2,34.8,62,170.3
Queens East,QE13,7,2016,January,45.4,33.6,74.3,173
Queens East,QE14,7,2016,January,33.3,28.4,35.7,120.5
Queens West,QW01,7,2016,January,47.1,45.5,68.3,197.8
Queens West,QW02,7,2016,January,50,51,71.8,215.5
Queens West,QW03,7,2016,January,39.3,32.5,57.5,150.7
Queens West,QW04,7,2016,January,37.5,31,48.7,143.9
Queens West,QW05,7,2016,January,53.3,44.7,75.8,232.9
Queens West,QW06,7,2016,January,49.1,30.6,67.7,142.6
Queens West,QW09,7,2016,January,48.7,40.9,69.2,211
Staten Island,SI01,7,2016,January,47.1,34.6,65.3,178.8
Staten Island,SI02,7,2016,January,48.2,37.7,67.6,188
Staten Island,SI03,7,2016,January,50.5,41.5,73.8,201.5
Brooklyn North,BKN01,7,2017,January,36.9,48.8,49.7,151.7
Brooklyn North,BKN02,7,2017,January,44.2,33.9,57.3,134
Brooklyn North,BKN03,7,2017,January,30.9,36.5,44.3,121.7
Brooklyn North,BKN04,7,2017,January,36.7,37.6,67.2,153.1
Brooklyn North,BKN05,7,2017,January,27.3,26.6,45.7,105
Brooklyn North,BKN08,7,2017,January,39.9,47.8,61.8,166.7
Brooklyn North,BKN09,7,2017,January,32.7,31.2,43.7,113.8
Brooklyn North,BKN16,7,2017,January,24.4,23.2,36.5,92.2
Brooklyn North,BKN17,7,2017,January,35,28.6,62.9,127.5
Brooklyn South,BKS06,7,2017,January,59.7,47.8,86,202.4
Brooklyn South,BKS07,7,2017,January,47.3,46,72.2,186.5
Brooklyn South,BKS10,7,2017,January,51.8,56.5,78.2,209.2
Brooklyn South,BKS11,7,2017,January,43.4,47.5,65.6,163.5
Brooklyn South,BKS12,7,2017,January,35.6,52.2,43.9,147.2
Brooklyn South,BKS13,7,2017,January,35.4,44.1,52.5,147.5
Brooklyn South,BKS14,7,2017,January,36.1,33.5,55.2,122.4
Brooklyn South,BKS15,7,2017,January,43.3,49.2,62.7,170.1
Brooklyn South,BKS18,7,2017,January,38.8,34.5,64.8,133.9
Bronx,BX01,7,2017,January,19.3,20.6,26.3,70.9
Bronx,BX02,7,2017,January,34,33.3,55.3,140.2
Bronx,BX03,7,2017,January,24.5,26.4,33.9,94
Bronx,BX04,7,2017,January,29.4,30,47.5,117.1
Bronx,BX05,7,2017,January,29.4,28.3,52.1,116.6
Bronx,BX06,7,2017,January,32.6,34.1,42.5,126.6
Bronx,BX07,7,2017,January,34.8,36.5,60.5,144.7
Bronx,BX08,7,2017,January,46,41.5,80.6,169.2
Bronx,BX09,7,2017,January,26.3,23.6,43.3,98.6
Bronx,BX10,7,2017,January,43.9,43.1,67.5,170.6
Bronx,BX11,7,2017,January,37,33.3,57.6,137.6
Bronx,BX12,7,2017,January,41.5,35.3,75.9,161.8
Manhattan,MN01,7,2017,January,55,44.3,71,166.1
Manhattan,MN02,7,2017,January,54.9,41.7,77.1,161
Manhattan,MN03,7,2017,January,36.7,45.3,44,151.2
Manhattan,MN04,7,2017,January,49.7,33.6,74.5,141.2
Manhattan,MN05,7,2017,January,46.6,32.9,59.6,127.2
Manhattan,MN06,7,2017,January,50.4,34.2,71,144.5
Manhattan,MN07,7,2017,January,55.3,42.2,77.3,164.4
Manhattan,MN08,7,2017,January,54.6,41.1,73.1,160
Manhattan,MN09,7,2017,January,42.8,57.4,48.1,184.7
Manhattan,MN10,7,2017,January,37.3,40.7,55.4,157.9
Manhattan,MN11,7,2017,January,29.6,42.7,31.7,115.8
Manhattan,MN12,7,2017,January,39.3,47,58.8,168.4
Queens East,QE07,7,2017,January,45.2,49.3,66.3,181.8
Queens East,QE08,7,2017,January,40,30.8,54.3,119.4
Queens East,QE10,7,2017,January,48,38.3,82.7,174.5
Queens East,QE11,7,2017,January,55.1,53.8,83,202.6
Queens East,QE12,7,2017,January,35.7,35.8,68,150.6
Queens East,QE13,7,2017,January,43.7,36.1,87.1,157.6
Queens East,QE14,7,2017,January,32,31.2,39.7,111.5
Queens West,QW01,7,2017,January,45.5,49.3,78,179.9
Queens West,QW02,7,2017,January,48.2,51,75.6,198.5
Queens West,QW03,7,2017,January,37.3,32.8,63.3,138.7
Queens West,QW04,7,2017,January,37,34.7,61.5,136.8
Queens West,QW05,7,2017,January,53.3,50.3,89.3,214.7
Queens West,QW06,7,2017,January,47.7,32.4,73.1,133.2
Queens West,QW09,7,2017,January,47,43.5,80,190
Staten Island,SI01,7,2017,January,45.4,39.8,75.6,164.2
Staten Island,SI02,7,2017,January,47.5,44.7,76.6,175.8
Staten Island,SI03,7,2017,January,49,47.2,79.1,186
Brooklyn North,BKN01,7,2018,January,32.7,47,47,125.9
Brooklyn North,BKN02,7,2018,January,40.2,35.4,59.6,108.7
Brooklyn North,BKN03,7,2018,January,26.6,36.4,47.2,99
Brooklyn North,BKN04,7,2018,January,32.2,36.7,69.2,124
Brooklyn North,BKN05,7,2018,January,23.8,26.6,47.8,86.8
